",""Sample_ID"",""symbiont_ID"",""count"",""treatment"",""time"",""mortality"",""treatment_time"",""genotype"",""rack"",""season"",""batch"",""PCR"",""dominant_clade"""
"152,""19_C2_T0+6M"",""C31d"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"153,""19_C2_T0+6M"",""C3d"",""205"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"154,""19_C2_T0+6M"",""D1"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"155,""19_C2_T0+6M"",""D1.6"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"156,""19_C2_T0+6M"",""D10"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"157,""19_C2_T0+6M"",""D11"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"158,""19_C2_T0+6M"",""D17"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"159,""19_C2_T0+6M"",""D1a"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"160,""19_C2_T0+6M"",""D2.2"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"161,""19_C2_T0+6M"",""D3"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"162,""19_C2_T0+6M"",""D4"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"163,""19_C2_T0+6M"",""D5"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"164,""19_C2_T0+6M"",""D6"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"165,""19_C2_T0+6M"",""D9"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G19"",""C2"",""Summer"",""t0+06m_control"",""pcr2"",""C"""
"166,""19_S1_T0-18h"",""C161"",""8"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"167,""19_S1_T0-18h"",""C163b"",""3"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"168,""19_S1_T0-18h"",""C17"",""80"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"169,""19_S1_T0-18h"",""C17.2"",""231"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"170,""19_S1_T0-18h"",""C17a"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"171,""19_S1_T0-18h"",""C21"",""4"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"172,""19_S1_T0-18h"",""C21.11"",""4"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"173,""19_S1_T0-18h"",""C21.14"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"174,""19_S1_T0-18h"",""C26.b1"",""29"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"175,""19_S1_T0-18h"",""C26.b2"",""19"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"176,""19_S1_T0-18h"",""C2r"",""194"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"177,""19_S1_T0-18h"",""C31"",""59"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"178,""19_S1_T0-18h"",""C31.1"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"179,""19_S1_T0-18h"",""C31.10"",""7"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"180,""19_S1_T0-18h"",""C31.5"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"181,""19_S1_T0-18h"",""C31.6"",""25"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"182,""19_S1_T0-18h"",""C31.9"",""4"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"183,""19_S1_T0-18h"",""C31a"",""75"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"184,""19_S1_T0-18h"",""C31c"",""6"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"185,""19_S1_T0-18h"",""C31d"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"186,""19_S1_T0-18h"",""C3d"",""252"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"187,""19_S1_T0-18h"",""D1"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"188,""19_S1_T0-18h"",""D1.6"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"189,""19_S1_T0-18h"",""D10"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"190,""19_S1_T0-18h"",""D11"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"191,""19_S1_T0-18h"",""D17"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"192,""19_S1_T0-18h"",""D1a"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"193,""19_S1_T0-18h"",""D2.2"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"194,""19_S1_T0-18h"",""D3"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"195,""19_S1_T0-18h"",""D4"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"196,""19_S1_T0-18h"",""D5"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"197,""19_S1_T0-18h"",""D6"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"198,""19_S1_T0-18h"",""D9"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S1"",""Winter"",""t0_shade"",""pcr1"",""C"""
"199,""19_S1_T0+6M"",""C161"",""81"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"200,""19_S1_T0+6M"",""C163b"",""58"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"201,""19_S1_T0+6M"",""C17"",""113"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"202,""19_S1_T0+6M"",""C17.2"",""163"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"203,""19_S1_T0+6M"",""C17a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"204,""19_S1_T0+6M"",""C21"",""24"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"205,""19_S1_T0+6M"",""C21.11"",""24"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"206,""19_S1_T0+6M"",""C21.14"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"207,""19_S1_T0+6M"",""C26.b1"",""34"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"208,""19_S1_T0+6M"",""C26.b2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"209,""19_S1_T0+6M"",""C2r"",""39"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"210,""19_S1_T0+6M"",""C31"",""260"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"211,""19_S1_T0+6M"",""C31.1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"212,""19_S1_T0+6M"",""C31.10"",""35"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"213,""19_S1_T0+6M"",""C31.5"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"214,""19_S1_T0+6M"",""C31.6"",""51"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"215,""19_S1_T0+6M"",""C31.9"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"216,""19_S1_T0+6M"",""C31a"",""47"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"217,""19_S1_T0+6M"",""C31c"",""51"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"218,""19_S1_T0+6M"",""C31d"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"219,""19_S1_T0+6M"",""C3d"",""20"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"220,""19_S1_T0+6M"",""D1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"221,""19_S1_T0+6M"",""D1.6"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"222,""19_S1_T0+6M"",""D10"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"223,""19_S1_T0+6M"",""D11"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"224,""19_S1_T0+6M"",""D17"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"225,""19_S1_T0+6M"",""D1a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"226,""19_S1_T0+6M"",""D2.2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"227,""19_S1_T0+6M"",""D3"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"228,""19_S1_T0+6M"",""D4"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"229,""19_S1_T0+6M"",""D5"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"230,""19_S1_T0+6M"",""D6"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"231,""19_S1_T0+6M"",""D9"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""C"""
"232,""19_S2_T0-18h"",""C161"",""81"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"233,""19_S2_T0-18h"",""C163b"",""50"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"234,""19_S2_T0-18h"",""C17"",""89"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"235,""19_S2_T0-18h"",""C17.2"",""195"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"236,""19_S2_T0-18h"",""C17a"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"237,""19_S2_T0-18h"",""C21"",""26"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"238,""19_S2_T0-18h"",""C21.11"",""15"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"239,""19_S2_T0-18h"",""C21.14"",""19"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"240,""19_S2_T0-18h"",""C26.b1"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"241,""19_S2_T0-18h"",""C26.b2"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"242,""19_S2_T0-18h"",""C2r"",""41"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"243,""19_S2_T0-18h"",""C31"",""183"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"244,""19_S2_T0-18h"",""C31.1"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"245,""19_S2_T0-18h"",""C31.10"",""52"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"246,""19_S2_T0-18h"",""C31.5"",""29"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"247,""19_S2_T0-18h"",""C31.6"",""22"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"248,""19_S2_T0-18h"",""C31.9"",""80"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"249,""19_S2_T0-18h"",""C31a"",""23"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"250,""19_S2_T0-18h"",""C31c"",""32"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"251,""19_S2_T0-18h"",""C31d"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"252,""19_S2_T0-18h"",""C3d"",""32"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"253,""19_S2_T0-18h"",""D1"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"254,""19_S2_T0-18h"",""D1.6"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"255,""19_S2_T0-18h"",""D10"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"256,""19_S2_T0-18h"",""D11"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"257,""19_S2_T0-18h"",""D17"",""31"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"258,""19_S2_T0-18h"",""D1a"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"259,""19_S2_T0-18h"",""D2.2"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"260,""19_S2_T0-18h"",""D3"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"261,""19_S2_T0-18h"",""D4"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"262,""19_S2_T0-18h"",""D5"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"263,""19_S2_T0-18h"",""D6"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"264,""19_S2_T0-18h"",""D9"",""0"",""S"",""t0"",0,""Shade_t0"",""G19"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"265,""19_S2_T0+1.5Y"",""C161"",""27"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"266,""19_S2_T0+1.5Y"",""C163b"",""10"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"267,""19_S2_T0+1.5Y"",""C17"",""46"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"268,""19_S2_T0+1.5Y"",""C17.2"",""345"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"269,""19_S2_T0+1.5Y"",""C17a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"270,""19_S2_T0+1.5Y"",""C21"",""3"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"271,""19_S2_T0+1.5Y"",""C21.11"",""6"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"272,""19_S2_T0+1.5Y"",""C21.14"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"273,""19_S2_T0+1.5Y"",""C26.b1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"274,""19_S2_T0+1.5Y"",""C26.b2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"275,""19_S2_T0+1.5Y"",""C2r"",""267"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"276,""19_S2_T0+1.5Y"",""C31"",""50"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"277,""19_S2_T0+1.5Y"",""C31.1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"278,""19_S2_T0+1.5Y"",""C31.10"",""4"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"279,""19_S2_T0+1.5Y"",""C31.5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"280,""19_S2_T0+1.5Y"",""C31.6"",""6"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"281,""19_S2_T0+1.5Y"",""C31.9"",""2"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"282,""19_S2_T0+1.5Y"",""C31a"",""59"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"283,""19_S2_T0+1.5Y"",""C31c"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"284,""19_S2_T0+1.5Y"",""C31d"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"285,""19_S2_T0+1.5Y"",""C3d"",""175"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"286,""19_S2_T0+1.5Y"",""D1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"287,""19_S2_T0+1.5Y"",""D1.6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"288,""19_S2_T0+1.5Y"",""D10"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"289,""19_S2_T0+1.5Y"",""D11"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"290,""19_S2_T0+1.5Y"",""D17"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"291,""19_S2_T0+1.5Y"",""D1a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"292,""19_S2_T0+1.5Y"",""D2.2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"293,""19_S2_T0+1.5Y"",""D3"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"294,""19_S2_T0+1.5Y"",""D4"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"295,""19_S2_T0+1.5Y"",""D5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"296,""19_S2_T0+1.5Y"",""D6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"297,""19_S2_T0+1.5Y"",""D9"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G19"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"298,""19_S2_T0+6M"",""C161"",""16"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"299,""19_S2_T0+6M"",""C163b"",""22"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"300,""19_S2_T0+6M"",""C17"",""85"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"301,""19_S2_T0+6M"",""C17.2"",""275"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"302,""19_S2_T0+6M"",""C17a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"303,""19_S2_T0+6M"",""C21"",""15"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"304,""19_S2_T0+6M"",""C21.11"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"305,""19_S2_T0+6M"",""C21.14"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"306,""19_S2_T0+6M"",""C26.b1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"307,""19_S2_T0+6M"",""C26.b2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"308,""19_S2_T0+6M"",""C2r"",""241"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G19"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
